timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
80645,-0.132080,0.674805,-0.693481,-0.427246,0.000
80683,-0.131226,0.674561,-0.691650,-0.366211,0.122
80719,-0.132690,0.674927,-0.694458,-0.427246,0.183
80754,-0.132324,0.672119,-0.690796,-0.549316,0.244
80790,-0.132568,0.676758,-0.694458,-0.366211,0.122
80821,-0.132080,0.674438,-0.691040,-0.305176,0.122
80854,-0.132568,0.674683,-0.693481,-0.366211,0.122
80895,-0.132568,0.674561,-0.692871,-0.488281,0.122
80970,-0.131958,0.674438,-0.694092,-0.427246,0.061
81007,-0.132568,0.673706,-0.692139,-0.427246,0.122
81040,-0.132568,0.674316,-0.691406,-0.427246,0.183
81078,-0.131348,0.673584,-0.691406,-0.549316,0.061
81113,-0.131836,0.674561,-0.693359,-0.427246,0.061
81151,-0.131714,0.675781,-0.693481,-0.427246,0.061
81183,-0.130981,0.672241,-0.691528,-0.427246,0.122
81219,-0.131958,0.674683,-0.691650,-0.488281,0.183
81251,-0.131470,0.675049,-0.693726,-0.488281,0.122
81366,-0.131958,0.673462,-0.691650,-0.305176,0.000
81400,-0.132324,0.674927,-0.694458,-0.305176,0.000
81435,-0.132690,0.673218,-0.691895,-0.549316,0.244
81478,-0.131714,0.674316,-0.692993,-0.488281,0.122
81515,-0.132446,0.673462,-0.692383,-0.427246,0.183
81554,-0.131714,0.674683,-0.692139,-0.427246,0.183
81587,-0.132202,0.675293,-0.692261,-0.427246,0.122
