timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
94627,-0.132202,0.675049,-0.693359,-0.366211,0.122
94663,-0.132202,0.672974,-0.692627,-0.366211,0.061
94702,-0.132202,0.674438,-0.693359,-0.488281,0.122
94739,-0.132812,0.673584,-0.692383,-0.427246,0.061
94773,-0.131836,0.674194,-0.693848,-0.488281,0.122
94809,-0.132446,0.674194,-0.692139,-0.305176,0.061
94849,-0.132202,0.674316,-0.693115,-0.061035,-0.18
94887,-0.131836,0.674194,-0.692627,-0.427246,0.061
94924,-0.132080,0.673218,-0.692627,-0.427246,0.061
94962,-0.131836,0.674438,-0.692383,-0.427246,0.122
94998,-0.131226,0.674438,-0.692993,-0.488281,0.244
95034,-0.132690,0.674683,-0.691650,-0.427246,0.061
95072,-0.131348,0.673218,-0.692627,-0.305176,0.183
95108,-0.131348,0.674805,-0.693359,-0.427246,0.122
95140,-0.132935,0.674805,-0.692505,-0.549316,0.183
95177,-0.132935,0.673828,-0.692261,-0.427246,0.122
95214,-0.132568,0.673340,-0.693970,-0.427246,0.122
95253,-0.132202,0.675293,-0.692017,-0.427246,0.122
95284,-0.131714,0.673950,-0.692993,-0.427246,0.122
95317,-0.132446,0.673706,-0.692505,-0.427246,0.122
95355,-0.131958,0.674561,-0.691895,-0.427246,0.122
95394,-0.132080,0.674683,-0.693115,-0.305176,0.122
95437,-0.132080,0.673950,-0.692749,-0.549316,0.183
95472,-0.132446,0.675171,-0.693237,-0.366211,0.061
95511,-0.130859,0.674194,-0.692627,-0.427246,0.122
95550,-0.131958,0.673096,-0.692139,-0.427246,0.061
95589,-0.131714,0.673462,-0.692993,-0.488281,0.183
95628,-0.133423,0.673096,-0.692261,-0.488281,0.061
