timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
70626,-0.129517,0.698364,-0.664062,-1.770019,-0.42
70663,-0.135010,0.700806,-0.661987,-0.854492,0.915
70702,-0.134766,0.701416,-0.668945,-0.366211,0.549
70735,-0.134766,0.699585,-0.664307,0.122070,-0.305
70774,-0.136230,0.700562,-0.665771,-0.122070,-0.42
70810,-0.135376,0.701538,-0.635132,-1.831055,2.685
70877,-0.141724,0.699829,-0.649902,-13.427733,21.6
70916,-0.140869,0.695923,-0.714111,-9.155273,7.324
70953,-0.089600,0.678101,-0.633667,-20.263670,-6.5
70991,-0.215088,0.691650,-0.739746,-18.493652,-11.
71035,-0.137451,0.643433,-0.666748,6.164550,1.2817
71067,-0.107056,0.673828,-0.695557,1.647949,0.6103
71103,-0.142334,0.685547,-0.698120,-2.685547,-15.2
71141,-0.124512,0.665649,-0.677856,2.380371,-8.483
71178,-0.153564,0.689697,-0.682617,1.220703,-0.732
71213,-0.127319,0.673096,-0.682617,-2.990722,1.281
71249,-0.136597,0.677612,-0.686279,-7.629394,-0.79
71288,-0.129517,0.674316,-0.696411,0.488281,1.6479
71326,-0.133667,0.675537,-0.690796,-0.305176,-0.54
71360,-0.130005,0.677612,-0.682861,-3.417969,3.417
71399,-0.135498,0.669189,-0.714722,3.051758,-2.380
71436,-0.141602,0.672852,-0.677124,-3.479004,-4.39
71471,-0.135498,0.676514,-0.693237,0.549316,3.6621
71581,-0.130981,0.673584,-0.693604,-0.366211,1.464
71625,-0.132202,0.674438,-0.691284,-0.427246,-0.12
