timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
90673,-0.132324,0.674438,-0.695068,-0.427246,0.122
90712,-0.131592,0.674072,-0.692261,-0.427246,0.122
90749,-0.131470,0.674805,-0.693604,-0.427246,0.061
90787,-0.133057,0.673584,-0.692139,-0.366211,0.122
90826,-0.131836,0.673706,-0.692139,-0.427246,0.122
90861,-0.131836,0.674316,-0.693359,-0.366211,0.122
90900,-0.132324,0.675049,-0.692871,-0.366211,0.061
90936,-0.132568,0.673340,-0.692871,-0.427246,0.122
90975,-0.132446,0.673584,-0.693237,-0.427246,0.061
91009,-0.132812,0.674683,-0.692505,-0.427246,0.122
91046,-0.131836,0.674561,-0.692627,-0.488281,0.061
91085,-0.131470,0.674316,-0.693115,-0.488281,0.061
91124,-0.132080,0.674927,-0.692871,-0.427246,0.061
91264,-0.131470,0.673828,-0.691284,-0.305176,0.061
91399,-0.132324,0.673218,-0.694336,-0.366211,0.061
91598,-0.131958,0.673950,-0.692749,-0.488281,0.183
