timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
190652,-0.377808,2.207275,-0.232666,-24.536131,14.
190696,-0.090210,1.234009,0.203613,-9.338379,-36.6
190729,0.254395,0.324097,0.415405,52.978512,17.150
190767,0.327148,-0.534424,0.354126,37.780762,18.98
190803,0.280029,-0.815918,0.179565,-43.029781,43.8
190838,-0.335571,1.563354,0.081177,-74.218750,52.1
190874,-0.344971,3.286255,-0.316162,55.664059,69.4
190911,-0.371948,2.055298,-0.077515,4.516602,-4.82
190979,0.188721,0.054443,0.329956,11.108397,-14.83
191013,0.426025,-0.664673,0.386353,-8.300781,-12.1
191049,0.279297,-0.283691,0.223633,1.647949,13.183
191088,-0.193481,2.070679,-0.060791,-48.889156,17.
191126,-0.030029,2.805542,0.003662,-106.201164,41.
191162,-0.125122,1.541992,-0.016724,-36.926270,-12
191198,0.212769,0.657837,0.176758,21.301268,-44.18
191237,0.243408,-0.226318,0.201538,6.774902,-42.05
191276,0.401001,-0.411865,0.186035,-38.085938,33.5
191311,0.042969,0.918823,0.058960,-0.549316,40.527
191347,-0.116455,2.563232,-0.229492,-50.720211,-2.
191390,-0.199097,1.682129,-0.151123,4.272461,-22.8
191425,0.020142,1.091553,-0.009399,39.306641,-31.6
