timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
184635,-0.132324,0.674438,-0.693481,-0.488281,0.12
184674,-0.131958,0.672729,-0.691406,-0.427246,0.06
184707,-0.131958,0.674316,-0.694092,-0.366211,0.06
184743,-0.131714,0.674927,-0.693726,-0.366211,0.12
184824,-0.131226,0.673462,-0.693726,-0.427246,0.12
184863,-0.131348,0.675293,-0.692993,-0.488281,0.06
184901,-0.132935,0.674316,-0.692749,-0.427246,0.12
184934,-0.132202,0.674194,-0.692505,-0.366211,0.12
185007,-0.131226,0.674438,-0.692505,-0.427246,0.12
185041,-0.133057,0.674072,-0.694458,-0.427246,0.12
185076,-0.131470,0.673706,-0.693237,-0.427246,0.06
185111,-0.132812,0.674805,-0.693970,-0.366211,0.06
185150,-0.132690,0.675659,-0.693604,-0.427246,0.12
185188,-0.132446,0.674316,-0.693237,-0.427246,0.06
185223,-0.130859,0.673584,-0.694092,-0.427246,0.12
185257,-0.132568,0.674316,-0.692749,-0.366211,0.06
185296,-0.132446,0.674072,-0.691772,-0.488281,0.12
185335,-0.131836,0.674438,-0.693237,-0.427246,0.06
185373,-0.130005,0.673950,-0.692261,-0.427246,0.12
185410,-0.133179,0.674194,-0.694092,-0.366211,0.18
185445,-0.131836,0.673706,-0.693604,-0.549316,0.12
185478,-0.131348,0.673706,-0.692505,-0.305176,0.12
185510,-0.132202,0.675659,-0.692749,-0.488281,0.18
185546,-0.131470,0.672974,-0.693237,-0.488281,0.06
185582,-0.132568,0.674072,-0.692871,-0.427246,0.12
185616,-0.132324,0.673950,-0.693115,-0.305176,0.12
