timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
89642,-0.132812,0.674438,-0.692871,-0.488281,0.061
89681,-0.132080,0.673950,-0.692139,-0.488281,0.183
89718,-0.132568,0.674438,-0.692749,-0.488281,0.122
89756,-0.132446,0.673096,-0.691528,-0.366211,0.061
89795,-0.131592,0.674683,-0.692627,-0.488281,0.122
89833,-0.131104,0.672729,-0.693848,-0.305176,0.061
89905,-0.131714,0.675049,-0.692627,-0.488281,0.122
89941,-0.132446,0.674072,-0.692993,-0.427246,0.122
89976,-0.132080,0.674683,-0.691772,-0.427246,0.061
90015,-0.132202,0.675293,-0.693604,-0.366211,0.061
90085,-0.132446,0.674194,-0.691895,-0.427246,0.061
90124,-0.131836,0.674194,-0.691772,-0.488281,0.183
90161,-0.131714,0.673706,-0.692993,-0.488281,0.122
90198,-0.132446,0.673462,-0.693115,-0.366211,0.000
90233,-0.133301,0.675659,-0.692627,-0.427246,0.061
90271,-0.132324,0.672974,-0.692749,-0.488281,0.122
90305,-0.131470,0.674561,-0.692261,-0.427246,0.061
90340,-0.132324,0.674438,-0.693359,-0.427246,0.122
90376,-0.132080,0.674194,-0.694214,-0.366211,0.061
90410,-0.131958,0.675293,-0.691406,-0.427246,0.061
90447,-0.131714,0.674561,-0.693115,-0.427246,0.122
90482,-0.132324,0.674438,-0.693604,-0.427246,0.122
90520,-0.132202,0.674316,-0.691772,-0.427246,0.122
90553,-0.130981,0.674927,-0.692993,-0.488281,0.122
90590,-0.132080,0.673340,-0.692749,-0.427246,0.122
90634,-0.131714,0.672852,-0.692749,-0.427246,0.061
