timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
83601,-0.131714,0.674683,-0.693604,-0.366211,0.244
83634,-0.132812,0.674072,-0.692017,-0.305176,0.183
83670,-0.130981,0.674561,-0.691650,-0.549316,0.305
83708,-0.131958,0.674683,-0.692383,-0.427246,0.122
83823,-0.132446,0.673706,-0.693359,-0.488281,0.183
83858,-0.131470,0.673462,-0.693970,-0.427246,0.061
83895,-0.131470,0.673828,-0.692017,-0.488281,0.122
83931,-0.132324,0.674316,-0.694458,-0.427246,0.183
83968,-0.132568,0.672607,-0.691772,-0.427246,0.122
84004,-0.131470,0.673950,-0.692139,-0.427246,0.122
84044,-0.130737,0.675293,-0.692871,-0.488281,0.061
84079,-0.131958,0.674194,-0.691895,-0.488281,0.061
84115,-0.131104,0.674805,-0.693237,-0.427246,0.000
84189,-0.132080,0.674561,-0.692749,-0.366211,0.061
84229,-0.132080,0.674805,-0.693481,-0.427246,0.122
84264,-0.132080,0.673950,-0.692017,-0.427246,0.122
84298,-0.132080,0.674683,-0.691528,-0.427246,0.122
84332,-0.130981,0.674072,-0.691772,-0.488281,0.061
84371,-0.133423,0.674316,-0.692749,-0.366211,0.183
84405,-0.131348,0.674438,-0.692505,-0.427246,0.122
84443,-0.131836,0.673950,-0.692749,-0.427246,0.122
84479,-0.131348,0.674927,-0.692139,-0.427246,0.122
84516,-0.131470,0.673218,-0.692505,-0.427246,0.122
84554,-0.131592,0.674438,-0.692993,-0.427246,0.061
